,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
669,"Staff Data Scientist, New Initiatives",-1,"Company Description

Dropbox is a special place where we are all seeking to fulfill our mission to design a more enlightened way of working. We’re looking for innovative talent to join us on our journey. The words shared by our founders at the start of Dropbox still ring true today.

Wouldn’t it be great if our working environment—and the tools we use—were designed with people’s actual needs in mind? Imagine if every minute at work were well spent—if we could focus and spend our time on the things that matter. This is possible, and Dropbox is connecting the dots.

The nearly 3,000 Dropboxers around the world have helped make Dropbox a living workspace - the place where people come together and their ideas come to life. Our 700+ million global users have been some of our best salespeople, and they have helped us acquire customers with incredible efficiency. As a result, we reached a billion dollar revenue run rate faster than any software-as-a-service company in history.

Dropbox is making the dream of a fulfilling and seamless work life a reality. We hope you’ll join us on the journey.

Team Description

Our Product team advocates for our users and our business, setting the vision for our growing family of products. We use data, research, strategy, and empathy to guide multidisciplinary teams toward a common goal, balancing diverse perspectives and empowering our teams to do great work. As we scale globally, there’s plenty of space for you to grow alongside us and simplify life for millions of people around the world in team that always focuses on we, not I, and creates delightful products that are worthy of trust.

Role Description

How many times you get an opportunity to be at the ground floor on a very big and important mission? What if you get to be one of the top contributors defining the mission, guiding our teams and influencing the direction of Dropbox AI-first mission? As a Staff Data Scientist for this new division, you will exactly get to do that. You will join a team of top-tier data scientists and be an inherent part of the product org to create and scale this new business.

As a ground floor opportunity for this startup team, we need this staff DS to build a top-tier data-informed culture with a lot of focus on AI/ML impact and execution!

Responsibilities

You will serve as the data leader in balancing urgency vs. the incredibly high quality bar expected by both our customers and the broader Dropbox organization, through clear and repeatable data informed approach
You will partner closely with leadership across all functions while being focused on the AI/ML team work - Product, Engineering, Design, and Research
You will have the seat at the table for every key decision for AI-first strategies
You will build the reliable, efficient, and scalable data foundations and daily execution standards, tools, and processes for our AI/ML capabilities’ long-term growth
You will create a culture of strong technical ownership, resulting in highly reliable products and services at scale
You will leverage data-driven insights to proactively identify most impactful opportunities, and inform future experimentation design and product roadmaps
You will perform analytical deep-dives to analyze AI related user problems and opportunities, identify the hypothesis and design & execute experiments with great rigor and efficient data techniques

Requirements

Statistics, Applied Mathematics, Economics, Computer Science, Engineering, or related field
8+ years experience of leveraging data-driven analysis to influence key business decisions and executives, preferably in a tech company
5+ years serving as a AI/ML technical leader and having hands-on experiences to work with data scientists, engineers, product managers, user researchers, and designers
Proven track record of being able to work independently and proactively engage with business stakeholders with minimal direction & driver measurable business impact
Ability to influence prioritization and execution of high impact projects effecting customer experience, monetization, and entire organization’s roadmap
Ability to analyze large datasets and have first-hand experiences of owning ML models from A to Z including data collection to deploying the models in the production environment, with a track record of driving directly measurable product or business impact.
Be proficient with SQL, Python and other coding languages frequently applied in the AI/ML production environment, with deep understanding of statistical analysis & experiment design
Previous experiences coaching and mentoring Jr data scientists to scale the team productivity

Total Rewards

For candidates hired in San Francisco metro, New York City metro, or Seattle metro, the expected salary/On-Target Earnings (OTE) range for the role is currently $210,800 - $248,000 - $285,200.

Austin (TX) metro, Chicago metro, California (outside SF metro), Colorado, Connecticut (outside NYC metro), Delaware, Massachusetts, New Hampshire, New York (outside NYC metro), Oregon, Pennsylvania (outside NYC or DC metro), Washington (outside Seattle metro) and Washington DC metro, the expected salary/On-Target Earnings (OTE) range for the role is currently $189,700 - $223,200 - $256,700.

For candidates hired in all other US locations, the expected salary/On-Target Earnings (OTE) range for this role is currently $168,600 - $198,400 - $228,200.

Range(s) is subject to change. Dropbox takes a number of factors into account when determining individual starting pay, including job and level they are hired into, location/metropolitan area, skillset, and peer compensation. Dropbox uses the zip code of an employee’s remote work location to determine which metropolitan pay range we use.

Salary/OTE is just one component of Dropbox’s total rewards package. All regular employees are also eligible for the corporate bonus program or a sales incentive (target included in OTE) as well as stock in the form of Restricted Stock Units (RSUs).

Dropbox is committed to investing in the holistic health and wellbeing of all Dropboxers and their families. Our benefits and perks programs include, but are not limited to:

Competitive medical, dental and vision coverage

(US Only) Competitive 401(k) Plan with a generous company match and immediate vesting

Flexible Time Off/Paid Time Off, paid holidays, 11 Company-wide PTO days, Volunteer time off and more

Protection Plans including; Life Insurance, Disability Insurance and Travel benefit plans

Perks Allowance to be used on what matters most to you, whether that’s wellness, learning and development, food & groceries, and much more

Parental benefits including; Parental Leave, Child and Adult Care, Day Care FSA (US Only), Fertility Benefits (US Only), Adoption and Surrogacy support and Lactation Support

Mental Health and Wellness benefits Free Dropbox space for your friends and family

Additional benefits details are available upon request.

Benefits

Dropbox is committed to investing in the holistic health and wellbeing of all Dropboxers and their families. Our benefits and perks programs include, but are not limited to:

Competitive medical, dental and vision coverage*

Retirement Savings through a defined contribution pension or savings plan**

Dropbox provides a Flexible PTO Policy in addition to your statutory holidays allowing you to unplug, unwind, and refresh

Dropbox also provides exclusive additional paid time off for all FTE employees across the Globe, in addition to any relevant statutory holidays

Protection Plans including Life and Disability Insurance*

A Perks Allowance to be used on what matters most to you, whether that’s wellness, learning and development, food & groceries, and much more

Parental benefits including; Parental Leave, Fertility Benefits, Adoptions and Surrogacy support, and Lactation support

Additional benefits details are available upon request.

**Benefit, amount, and type are dependent on geographical location, based upon applicable law or company policy

Dropbox is an equal opportunity employer. We are a welcoming place for everyone, and we do our best to make sure all people feel supported and connected at work. A big part of that effort is our support for members and allies of internal groups like Asians at Dropbox, BlackDropboxers, Latinx, Pridebox (LGBTQ), Vets at Dropbox, Women at Dropbox, ATX Diversity (based in Austin, Texas) and the Dropbox Empowerment Network (based in Dublin, Ireland).",4.6,"Dropbox
4.6",Remote,-1,1001 to 5000 Employees,2007,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
670,Data Scientist - Customer Obsession,Employer Provided Salary:$124K,"We are looking for a Data Scientist to join the Customer Obsession team! We are colocated with CO engineering, product, and, design teams. Our work is at the heart of Uber's focus to provide outstanding customer support experiences both in-app and other live channels.
We provide an end-to-end data science workflow that includes scoping the business problem, providing a data lens to product design, owning the experimentation cycle to full global rollouts, and eventually impact estimation. Within this role, you will have the opportunity to work on several projects on customer-facing mobile apps and internal tools.
What You Will Do
Develop statistical models/analysis and apply them to solve real-time problems
Create practical data insights and solutions from Uber’s large datasets
Design metrics and developing SQL queries to generate reports",3.9,"Uber
3.9","San Francisco, CA",-1,10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
671,Associate Data Scientist,Employer Provided Salary:$78K - $109K,"GEHA (Government Employees Health Association, Inc., pronounced G.E.H.A.) is a nonprofit member association that provides medical and dental benefits to more than two million federal employees and retirees, military retirees and their families. We celebrate diversity and are committed to creating an inclusive environment for all employees.
GEHA has one mission: To empower federal workers to be healthy and well.
Offering one of the largest medical and dental benefit provider networks available to federal employees in the United States, GEHA empowers health and wellness by meeting its members where they are, when they need care. We serve our members with products they value and a personalized customer experience, sustained by a nimble and efficient organization.
The Assoc Data Scientist will serve in a critical role within GEHA’s Analytic Center of Excellence (ACOE), building Advanced Analytics methods to provide insights and solutions for complex business opportunities. This role will work closely with the Data Integration and Analytic Solution teams to ensure alignment across the longitudinal evolution of capturing data to creating actionable insights.
The annual base salary range for this position is $77,636 - $108,764 USD.",4.0,"GEHA
4.0",United States,-1,201 to 500 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1
672,Data Scientist,Employer Provided Salary:$112K - $146K,"Overview
Accepting applications
Open & closing dates

05/12/2023 to 05/25/2023

This job will close when we have received 400 applications which may be sooner than the closing date. Learn more
Salary

$112,015 - $145,617 per year

Pay scale & grade

GS 13

Location
Washington
Many vacancies
Remote job

No

Telework eligible

Yes—as determined by the agency policy.

Travel Required

Occasional travel - May require domestic and/or International travel.

Relocation expenses reimbursed

No

Appointment type

Permanent -

Work schedule

Full-time -

Service

Competitive

Promotion potential

13

Job family (Series)

1560 Data Science Series

Supervisory status

No

Security clearance

Secret

Drug test

Yes

Position sensitivity and risk

Moderate Risk (MR)

Trust determination process

Suitability/Fitness

National security

Announcement number

SharedCert-2023-0006

Control number

724980800
Summary

You can make a difference in the world with a career at the Department of State! As a Data Scientist, you can impact U.S. foreign policy goals by supporting data-driven diplomacy. We are hiring many experienced Civil Service Data Scientists to work in various offices and portfolios across the Department. Positions may require a Secret security clearance or higher. If eligible, applicants will be referred to similar Data Scientist vacancies across the Department for an extended time period.

Help
This job is open to
The public

U.S. Citizens, Nationals or those who owe allegiance to the U.S.

Help
Duties
Serve as a technical authority on analytical, statistical, and programming techniques necessary to collect, organize, analyze, and interpret unique and highly specialized data sets for decision-making in the Department.
Participate in discovery processes with business owner teams and stakeholders to identify requirements, expected outcomes for new or existing initiatives, and the measurements of success.
Identify internal and external data sources, leverage new data collection processes and perform all phases of the systems development life cycle required in the design, development, and implementation of features enabling data access.
Provide technical expertise, leadership, and support to many Department and interagency interlocutors to ensure maximum achievement of product and program objectives; develop, implement and oversee new data science technologies and techniques.
Help
Requirements
Conditions of Employment
U.S. Citizenship is required.
Incumbent will be subject to random drug testing.
One year probationary period, unless excepted by regulation.
Depending on the job, a Secret security clearance or higher may be required.
Successfully pass the E-Verify employment verification check. To learn more about E-Verify, including your rights and responsibilities, visit: www.dhs.gov/E-Verify/
Qualifications

Applicants MUST meet the required basic entry qualification requirements described below by the closing date of this announcement:


Have an undergraduate or graduate degree from an accredited college or university in mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position;

OR

Courses equivalent to a major field of study (30 semester hours) as shown above, plus additional education or appropriate experience.

You MUST submit transcripts as verification of educational requirement by the closing date of this announcement. If you fail to provide requested information, or the information you submit is insufficient to verify your eligibility, you WILL lose consideration for this position.

IN ADDITION to the BASIC REQUIREMENTS, you must have at least 52 weeks of full time experience demonstrating accomplishment of all the duties and competencies described below in order to qualify. Please make sure your resume reflects this time required.

Subject matter experts will evaluate your resume based on the competencies outlined below.

Collaborates with colleagues, customers, and stakeholders to identify the appropriate data, methodological approaches, and designs. Determine user needs and how they align to organizational objectives.

Conducts analyses using software and/or programming languages such as R, Python, SQL, or SAS to explore/group data, test hypotheses, predict outcomes, and inform decisions. Derive meaning from quantitative and/or qualitative data (i.e. datasets that may be large, disparate, unstructured, and/or complex).

Translate complex concepts, findings, limitations, and recommendations of improvements into easy-to-understand products. Closely tie findings and conclusions into the original problem statement, and team objectives to communicate to both experts and nontechnical audiences.

To qualify for the GS-13 level, your resume must show at least one year experience performing the competencies defined above relating to study design, data analysis, and communication.

Education

See the qualifications section of this vacancy announcement for education requirements.

When an applicant has less than one year of specialized experience as described in the announcement, he or she may combine successfully completed graduate-level education with experience to meet the total qualification requirements. Generally, 18 graduate semester hours is equivalent to 1 full-time year of graduate study (your school and department determine what constitutes 1 full time year of graduate study). The percentage of specialized work experience (for example, 6 months equals 50%) and the percentage of graduate study (for example, 9 graduate hours for a GS-07 equals 50% where 18 graduate hours constitute a full time year) must total at least 100%.

Education completed in foreign colleges or universities may be used to meet the education requirements if you can show that the foreign education is comparable to that received in an accredited educational institution in the United States. It is your responsibility to provide such evidence when applying. For a list of accredited organizations recognized as specializing in interpretation of foreign education credentials, visit: www.naces.org/members.php.

Additional information

For reasonable accommodation at the U.S. Department of State, please contact the Office of Accessibility and Accommodations at (202) 663-3474 or OAA@state.gov.
If eligible, telework and remote work agreements may be permitted with supervisory approval. Please note that any approved remote work arrangement is subject to the locality pay area of the alternative telework worksite.
Multiple positions may be filled from this announcement. If eligible, applicants to this announcement may be referred to other similar positions in other Bureaus/Offices in the Department for up to 240 days. Telework eligibility and security clearance requirements may vary for such similar positions.

Benefits
How You Will Be Evaluated

You will be evaluated for this job based on how well you meet the qualifications above.

The evaluation process for this job is different from a typical job announcement.

Human Resources will determine whether applicants meet the basic requirements outlined for this position and competencies will be evaluated by subject matter experts. Apply only if you meet the qualifications.

1. Application & Resume review
Human Resources will determine whether you meet the basic requirements. Then, subject matter experts will review your resume to further determine your qualifications based on the required competencies.
2. Ranking and Veterans’ preference

Qualified candidates will be assigned to one of the following quality categories:

In addition to meeting minimum qualifications, applicants must demonstrate an advanced level of the experience and competencies required for the position.

In addition to meeting minimum qualifications, applicants must demonstrate a moderate level of the experience and competencies required for the position.

In addition to meeting minimum qualifications, applicants must demonstrate a basic level of the experience and competencies required for the position.

CTAP and ICTAP candidates must be rated ""Well Qualified"" for the position to receive consideration for special priority.

Qualified veterans who have a compensable service-connected disability of at least 10% are listed in the Highly Qualified category, except when the position being filled is scientific or professional at the GS-09 grade level, or higher. This position is considered scientific/professional. Other 10-point preference eligible and veterans with 5-point preference who meet the eligibility and qualification requirements are placed above non-preference eligible applicants within the category in which they qualify. View information on veterans' preference on OPM’s Fed Hire Vets website.

Agency and Interagency Career Transition Assistance Program (CTAP and ICTAP) Eligibles: If you have never been a Federal employee, you are not CTAP or ICTAP eligible. View information about CTAP and ICTAP eligibility on OPM's Career Transition Resources website. You must be rated in the Well-Qualified category for this position and submit the supporting documents listed under the required documents section of this job announcement to receive consideration for selection priority.

If you are selected for a position, you will then be removed from consideration for other similar positions filled through this announcement. If you are not selected, you may be considered for similar positions filled through this announcement for an extended period of time.

You may preview questions for this vacancy.

Help
Required Documents

All required documents listed below, that are applicable to you, must be submitted to our automated system by 11:59 p.m. Eastern Time (ET) on the closing date of this announcement.

1. Resume showing relevant work/volunteer experience, education and training. Include the start and end dates (from month/year to month/year) and the number of hours per week worked/volunteered. Your resume serves as the basis for qualification determinations and must support your answers to the completed online assessment questions.

2. Transcripts, if applicable and you are qualifying based on education. See the Qualification and Education sections of this announcement for more information. If selected, an official/sealed college transcript(s) will be required to verify education prior to employment. Please note more than one transcript maybe needed verify basic education requirements.


To claim 5-point preference, submit a copy of your DD-214 Certificate of Release or Discharge from Active Duty.
To claim 10-point preference, submit all required documentation outlined on the SF-15 (Application for 10-Point Veteran Preference) to support your claim (e.g., DD-214, official statement from the Department of Veterans Affairs, etc.). If we cannot verify your 10-point preference claim, your application will be reviewed for 5-point preference.
To claim 10-point derived preference (i.e., spouses, widows, widowers or mothers of veterans), submit a completed SF-15 and all required documentation listed on the SF-15 to support your claim.
To claim 0-point Sole Survivorship preference, submit a copy of your DD-214 or another form of official documentation showing that your discharge or release from active duty occurred on or after August 29, 2008 and was based on a sole survivorship discharge.


DD-214 Member 4 copies are preferred and must show the dates of service, type of discharge, and any qualifying service campaign medals.
If you are currently on active duty and applying based on eligibility under the Veterans Opportunity to Work (VOW) Act, you must provide a certification on letterhead from your military branch which contains your military service dates, expected date of discharge or release, and the character of service to show that your military service was performed under honorable conditions. The expected date of discharge or release must be no later than 120 days after the certification is submitted for consideration for this vacancy announcement.
For more veterans’ preference information, visit the USAJOBS Help Center.

4. ICTAP/CTAP documentation, if applicable (e.g., reduction-in-force (RIF) separation notice, RIF separation SF-50 personnel action, certification of expected separation, etc.). Visit our agency’s ICTAP and CTAP eligibility information sites for more information and required application documentation.

If you are relying on your education to meet qualification requirements:

Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education.

Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

Help
How to Apply

Prepare your application in USAJOBS

To start your application, click Apply and we’ll walk you through the process to attach a resume and any required documents.

During the application process you can review, edit, delete, and update your information. We’ll automatically save your progress as you go, so you won’t lose any changes. You have until 11:59 p.m. Eastern Time (ET) on the closing date of this announcement to complete the application process.

Select the ""Apply"" button and follow the instructions to register or sign into USAJOBS.

Submit your resume. Please see the Required Documents section for specific information that should be outlined in your resume.

Complete the online assessment questions.

Submit all required documentation applicable to you, as listed in the Required Documents section.

To learn how to view the status of your submitted supporting documentation and application, visit the Application Instructions section of our agency’s Civil Service selection process site.

Technical assistance with your on-line application is available through the Help Desk at mgshelp@monster.com or by calling (866) 656-6830 between the hours of 7:00 a.m. and 7:00 p.m. ET

Alternate Application Procedures

If applying online poses an extreme hardship, you may request alternate application procedures to submit your application package. Contact the Human Resources office listed on the announcement between the business hours of 8:15 a.m. and 5:00 p.m. ET at least 2 working days prior to the closing date of this announcement. The application package for alternate application procedures must be submitted and received in the Human Resources office no later than 11:59 p.m. ET on the closing date of this announcement. Paper applications and information sent by mail will not be accepted.",4.0,"U.S. Department of State
4.0","Washington, DC",-1,10000+ Employees,1789,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,-1
673,Data Scientist,-1,"Patch Bio engineers expression for genetic medicine. To do this, we blend high throughput assays with artificial intelligence to learn the design principles of the noncoding genome (which is about 98% of your DNA). We are a nimble team, working at the interface of genomics, machine learning and synthetic biology, and backed by some of the top VCs in the field.
Come join our team of engineers and scientists, and help us build the next generation of engineering platform in biology!
Role
Your mission is to unlock our data.
We have developed high throughput assays that deliver insightful, high quality data; now, we are using these assays as a searchlight (or, hopefully, a floodlight) to learn the design principles of the regulatory genome. We have a lot of data, are generating ever more of it, and want to dive into it - a data scientist dream!",-1,Patch Biosciences,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1
674,Data Scientist,Employer Provided Salary:$99K,"Labor Condition Application Posting Information
H-1B non-immigrant workers are being sought by WinWire Technologies, Inc. through the filing of a labour condition application with the Employment and Training Administration of the U.S. Department of Labour.
Employment Information:
1. Location of Employment (City, State):
Exelixis, Inc. – 1851 Harbor Bay Parkway, Alameda, CA 94502

2. H-1B Job Title:
Data Scientist",4.0,"WinWire
4.0","Harrison, NJ",-1,501 to 1000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
675,"Data Scientist, Genomics",$109K - $173K (Glassdoor est.),"Our Mission
To restore cell health and resilience through cellular rejuvenation programming to reverse disease, injury, and the disabilities that can occur throughout life.
For more information, see our website at altoslabs.com.
Diversity at Altos
We believe that diverse perspectives are foundational to scientific innovation and inquiry.
We are building a company where exceptional scientists and industry leaders from around the world work side by side to advance a shared mission.",4.8,"Altos Labs
4.8","Redwood City, CA",-1,51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
676,Senior Data Scientist - Data Science and Engineering - US Remote,$94K - $138K (Glassdoor est.),"HOW MIGHT YOU DEFY IMAGINATION?
If you feel like you’re part of something bigger, it’s because you are. At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies. We are global collaborators who achieve together—researching, manufacturing, and delivering ever-better products that reach over 10 million patients worldwide. It’s time for a career you can be proud of.
Senior Data Scientist - Data Science and Engineering
Live
What you will do

Join Us

If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancers, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.2,"Amgen
4.2","Thousand Oaks, CA",-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
677,Data Scientist,Employer Provided Salary:$35.00 Per Hour,"Job Type: Officer of Administration
Bargaining Unit:
Regular/Temporary: Regular
End Date if Temporary:
Hours Per Week: 35
Salary Range:

Position Summary
The Herbert Irving Comprehensive Cancer Center (HICCC) at Columbia University Irving Medical Center has an immediate opening for a data scientist to lead implementation of data-driven cancer clinical trial innovations. The HICCC provides a comprehensive and personalized approach to cancer care to thousands of patients each year and has a mission to couple cutting edge research and discoveries into new therapies and treatments. Advancements in the availability of clinical data and computational power present new opportunities to improve the efficiency and effectiveness of cancer clinical trials. The successful candidate will have a track record of creativity and applying data-driven solutions in biomedical informatics, clinical informatics, genetics, and/or cancer biology.",4.1,"Columbia University
4.1","New York, NY",-1,10000+ Employees,1754,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
678,Data Scientist,Employer Provided Salary:$114K - $164K,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Boeing Global Services (BGS) is seeking an Experienced Data Scientist to support our business in Mesa, AZ or Hazelwood, MO or Tukwila, WA
This organization supports BGS-Government Planning and the data analyst will apply statistical and other analytics techniques to assist with producing within the fast pace environment of aerospace.

U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.

US based job, US Person required",3.9,"BOEING
3.9","Mesa, AZ",-1,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
679,Data Scientist,$81K - $118K (Glassdoor est.),"At Ford Motor Company, we believe freedom of movement drives human progress. We also believe in providing you with the freedom to define and realize your dreams. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career potential as you help us define tomorrow’s transportation.

Creating the future of smart mobility requires the highly intelligent use of data, metrics and analytics. That’s where you can make an impact as part of our Global Data Insight & Analytics team. We are the trusted advisers that enable Ford to clearly see business conditions, customer needs and the competitive landscape. With our support, key decision makers can act in meaningful, positive ways. Join us and use your data expertise and analytical skills to drive evidence-based, timely decision making.
Ford Motor Company's GDIA organization is seeking a skilled data scientist to join our Quality Analytics team. As a Data Scientist on our Quality Analytics team, you will focus on preventive quality control, developing and implementing machine learning models to detect anomalies in our manufacturing components' test data. Your work will be crucial in identifying quality issues during production and ensuring our commitment to excellence.",4.1,"Ford Motor Company
4.1","Dearborn, MI",-1,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
680,Data Scientist - Hybrid Remote,Employer Provided Salary:$130K - $150K,"Job Description:
Sharecare is the digital health company that helps people manage all their health in one place. The Sharecare platform provides each person – no matter where they are in their health journey – with a comprehensive and personalized health profile, where they can dynamically and easily connect to the information, evidence-based programs and health professionals they need to live their healthiest, happiest and most productive life. With award-winning and innovative frictionless technologies, scientifically validated clinical protocols and best-in-class coaching tools, Sharecare helps providers, employers and health plans effectively scale outcomes-based health and wellness solutions across their entire populations. We are always looking for people that value the opportunity to work hard, have fun on the job, and make a difference in the lives of others through their work every day!
Job Summary:
Sharecare is searching for a Data Scientist/Statistician who will support our product, delivery, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and media delivery process optimization and using models to identify target audiences. The Sharecare Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms, and creating/running simulations. He/she must have a proven ability to drive business results with data-based insights. He/she must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",4.2,"Sharecare
4.2","New York, NY",-1,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
681,Data Scientist,$85K - $127K (Glassdoor est.),"Position Summary
The Strategic Analytics team, part of the Finance organization of the US Firm, executes strategic and advanced analytic projects across a range of functional areas related to the Firm's strategy and financial performance. Our project-based team is looking for a Data Scientist who will be responsible for conducting analyses using advanced statistics and data mining techniques to enable better decision making. This role creates great value for Deloitte's Businesses by supporting large scale initiatives and delivering high quality, actionable recommendations that are integral to leadership outcomes and helping Deloitte achieve its strategic priorities.
Work You'll Do
The Strategic Analytics team typically executes projects across the following areas:

Analytics















EA_ExpHire

EA_FA_ExpHire
EA_Finance

#LI-CT1",4.1,"Deloitte
4.1","Tempe, AZ",-1,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1
682,Data Scientist I,-1,"Dealership:
L0238 Driveway Finance Corporation
DFC Data Scientist I
The DFC Data Scientist I is responsible for various credit risk data science projects including development and maintenance of a consumer lending origination credit scoring model, risk-reward based pricing and loan structuring models, analytical portfolio risk management, and creation of collection and recovery models and strategies. The individual will assist senior management in developing various machine learning solutions for risk management and monitoring model performance.",3.2,"Lithia Motors, Inc.
3.2",Oregon,-1,10000+ Employees,1946,Company - Public,Vehicle Dealers,Retail & Wholesale,$10+ billion (USD),-1
683,Data Scientist (Retainer Contract),-1,"Data Scientist (Retainer Contract)



Advertised on behalf of :



Location :
Home based

Application Deadline :",4.0,"United Nations Development Programme (UNDP)
4.0",Remote,-1,10000+ Employees,1965,Nonprofit Organization,National Agencies,Government & Public Administration,Unknown / Non-Applicable,-1
684,Data Scientist I,$91K - $129K (Glassdoor est.),"The laboratory of Dr. Christopher Topp at the Donald Danforth Plant Science Center is a plant root phenomics lab, innovating uses of 3D imaging modalities to investigate roots and their environment. We are seeking someone interested in plant biology and data analysis to help process and measure digitized plant samples using both external and internal analysis tools. Many of our projects involve high-throughput phenotyping. As such, a desirable candidate would be capable of writing reusable, efficient, and well-commented code. The successful candidate will be organized, independent, creative, have strong communication skills, desire to learn, and work with outstanding collaborative capability.

Much of the data in our lab are 3D reconstructed volumes from our large-format X-ray Tomography (XRT) system and X-ray microscope (XRM) system, but we handle a variety of other types of data depending on the project (e.g. genomics data, PET images, hyperspectral images). Given the size and variety of data in the lab, this job involves maintaining a robust computational infrastructure–including dedicated workstations, storage and processing servers, virtual machines, internal code bases, third-party software licenses, VR systems, databases, and data management. The role allows for creativity and autonomy in the design and development of tools and procedures.",4.3,"Donald Danforth Plant Science Center
4.3","Saint Louis, MO",-1,Unknown,1998,Nonprofit Organization,Research & Development,Management & Consulting,Unknown / Non-Applicable,-1
685,Data Scientist,-1,"Summary
Posted: Apr 14, 2023
Role Number:200474544
Do you want to make an impact on how millions of people around the world experience sound using their Apple devices? If you love statistics, data analysis and having a global impact then look no further. The Audio Analytics team within Audio and Media Technology Group provides insights through data that drive decision-making for our engineering and product partners, and we have been looking for you. We are looking for a candidate that can derive valuable analytical insights from data and is capable of driving projects of varying sizes and scopes within media, haptics, siri, voice technologies and many other use cases - some will take months and some weeks — and you will need to know when to dive deep! In this role, you will be working daily with engineers and leadership across Apple’s audio teams, helping drive innovation and improve our product decision making process while developing new experimentation methodologies, statistical techniques, and causal-inference approaches.",4.2,"Apple
4.2","Cupertino, CA",-1,10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
686,Data Scientist Field and Grid,-1,"If end date is listed, the posting will come down at 12:00 am on that date:
Sunday May 21, 2023
About The Position
Generates reports and regular datasets or report information for end-users, using system tools and database or data warehouse queries and scripts. May create specifications for reports based on business requests.
Designs, develops and programs methods, processes, and systems to consolidate and analyze structured and unstructured, diverse sources to generate actionable insights and solutions for client services and product enhancement. Analyzes and models data to understand complex business issues and provide insight to decision makers. Integrates data from multiple sources to produce requested or required data elements. Programs and maintains reports, information dashboards, data generators, canned reports and other end-user information portals or resources.",4.0,"Ameren
4.0",Remote,-1,5001 to 10000 Employees,1904,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),-1
