Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,age,python_yn,rstudio_yn,spark_yn,aws_yn,excel_yn
Analytical Data Scientist,$75K - $110K (Glassdoor est.),"Responsibilities:
Collect, manage, analyze, and interpret complex scientific data from multiple sources to support technology development and clinical validation.
Develop, validate, and optimize data-driven models and pipelines for analyzing genomics, microbiology, and molecular biology data.
Develop and implement algorithms for data normalization, clustering, classification, and feature selection.
Contribute to the design, execution, and interpretation of experimental data generated from in-house R&D and customer studies.
Collaborate with cross-functional teams to deliver high-quality results.",4.1,"fluxtek Solutions
4.1","Durham, NC",-1,Unknown,-1,Self-employed,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,0,75,110,92.5,"fluxtek Solutions
", NC,-1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $140K,"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses

Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs

Uses data visualization techniques to effectively communicate analytical results and support business decisions

Creates and evaluates the data needs of assigned projects and assures the integrity of the data

Explores existing data and recommends additional sources of data for improvements

Documents projects including business objectives, data gathering and processing, detailed set of results and analytical metrics


The typical pay range for this role is:
Minimum: 70,000
Maximum: 140,000

This pay range represents the base hourly rate or base annual full-time salary for all positions in the job grade within which this position falls. The actual base salary offer will depend on a variety of factors including experience, education, geography and other relevant factors. This position is eligible for a CVS Health bonus, commission or short-term incentive program in addition to the base pay range listed above.

In addition to your compensation, enjoy the rewards of an organization that puts our heart into caring for our colleagues and our communities. The Company offers a full range of medical, dental, and vision benefits. Eligible employees may enroll in the Company's 401(k) retirement savings plan, and an Employee Stock Purchase Plan is also available for eligible employees. The Company provides a fully-paid term life insurance plan to eligible employees, and short-term and long term disability benefits. CVS Health also offers numerous well-being programs, education assistance, free development courses, a CVS store discount, and discount programs with participating partners. As for time off, Company employees enjoy Paid Time Off (PTO) or vacation pay, as well as paid holidays throughout the calendar year. Number of paid holidays, sick time and other time off are provided consistent with relevant state law and Company policies.

For more detailed information on available benefits, please visit


1+ years of relevant analytic experience

1+Experience programming using R or Python

1+Experience in SQL


Demonstrates good written and verbal communication skills. Able to present information to various audiences

Effectively resolves problems and roadblocks as they occur

Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization

Ability to work with large data sets from multiple data sources


Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master's degree preferred


Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",3.1,"CVS Health
3.1","New York, NY",-1,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,70,140,105.0,"CVS Health
", NY,60,1,0,0,0,0
Data Scientist,$82K - $116K (Glassdoor est.),"Company Description
Govini is the leading Commercial Data company in the Defense Technology space. Built by Govini, Ark.ai is used at scale across the National Security sector of the U.S. federal government. This platform enables government analysts, program managers, and decision-makers to gain unprecedented visibility into the Companies, Capabilities, and Capital in National Security to solve challenges pertaining to Acquisition, Foreign Influence & Adversarial Capital, Nuclear Modernization, Procurement, Science & Technology, and Supply Chain. Govini has offices in Arlington, Virginia, San Francisco, California, and Pittsburgh, Pennsylvania.

We are seeking an inquisitive data scientist to join our team and work with our various datasets to find connections, knowledge, and potential issues in order to help our government clients make more informed decisions.

Your role on the Data Science team will be primarily focused on our large datasets, and you will design and implement scalable statistical systems based on your analysis. You will have the opportunity to expand and grow data-driven research across Govini, and lead new areas to apply advanced analytics to drive business results.",4.0,"Govini
4.0","Pittsburgh, PA",-1,51 to 200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,82,116,99.0,"Govini
", PA,12,0,0,0,0,0
Data Scientist or Bioinformatician (remote),Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",3.9,"UT Southwestern Medical Center
3.9",Remote,-1,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1,0,1,67,120,93.5,"UT Southwestern Medical Center
", Remote,80,0,0,0,0,0
Data Scientist,Employer Provided Salary:$91K - $103K,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",-1.0,KesarWeb,"Tucson, AZ",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,91,103,97.0,KesarWeb, AZ,-1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $75K,"#ONLY W2
Numero Data LLC is a well-established, E-Verified, strategic, IT consulting firm, focused on delivering Business Intelligence, Data Analytics, Development Solutions, Implementation services and support to leading clients in the commercial and government sectors. We specialize ad provide highest level of placement services in the following technologies: Business Analysis, Quality Assurance, BI-Tableau, Power BI, QlikView, BOBJ, Data Science & Data Analytics, DB2 Administration, iOS & Android Development, Python Programming. To learn more about Numero Data LLC, please visit our website www.numerodata.com.
We are currently recruiting new, talented individuals who can join our team of Business Intelligence consultants at Herndon, VA.
Our Placement Program highlights:",3.9,"Numero Data
3.9",Remote,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,70,75,72.5,"Numero Data
", Remote,-1,1,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $130K,"Job Location: San Diego, CA
Job Qualifications:
M.S. in data science, machine learning, bioinformatics or cheminformatics.
Proficient in Python and capable of implementing the common ML algorithms.
Proficient in R is a plus.
Proficient in Linux bash scripting.
Experience working with pharmaceutical research is a plus.
Effective communication skills
Familiar with web-deployment of model is a plus.",5.0,"Elite ProTek
5.0","Vista, CA",-1,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0,1,70,130,100.0,"Elite ProTek
", CA,-1,1,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$80K - $100K,"Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",3.1,"Club Quarters
3.1","Stamford, CT",-1,501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,-1,0,1,80,100,90.0,"Club Quarters
", CT,-1,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$78K - $109K,"GEHA (Government Employees Health Association, Inc., pronounced G.E.H.A.) is a nonprofit member association that provides medical and dental benefits to more than two million federal employees and retirees, military retirees and their families. We celebrate diversity and are committed to creating an inclusive environment for all employees.
GEHA has one mission: To empower federal workers to be healthy and well.
Offering one of the largest medical and dental benefit provider networks available to federal employees in the United States, GEHA empowers health and wellness by meeting its members where they are, when they need care. We serve our members with products they value and a personalized customer experience, sustained by a nimble and efficient organization.
The Assoc Data Scientist will serve in a critical role within GEHA’s Analytic Center of Excellence (ACOE), building Advanced Analytics methods to provide insights and solutions for complex business opportunities. This role will work closely with the Data Integration and Analytic Solution teams to ensure alignment across the longitudinal evolution of capturing data to creating actionable insights.
The annual base salary range for this position is $77,636 - $108,764 USD.",4.0,"GEHA
4.0",United States,-1,201 to 500 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,0,1,78,109,93.5,"GEHA
", United States,-1,0,0,0,0,1
"Staff Data Scientist, Utilization Management",Employer Provided Salary:$130K - $156K,"At Devoted Health, we’re on a mission to dramatically improve the health and well-being of older Americans by caring for every person like family. That’s why we’re gathering smart, diverse, and big-hearted people to create a new kind of all-in-one healthcare company — one that combines compassion, health insurance, clinical care, service, and technology - to deliver a complete and integrated healthcare solution that delivers high quality care that everyone would want for someone they love. Founded in 2017, we've grown fast and now serve members across the United States. And we've just started. So join us on this mission!
Job Description

Why Devoted:
Make a difference... a big difference. You will have the opportunity, in a unique and dynamic culture, to be a part of something incredibly meaningful. We’re a disruptive startup with an inspiring mission. Learn and grow alongside our world-class team of healthcare, technology, and data leaders, dedicated to building a health plan and clinical services that care for everyone like they were our own mothers or fathers. Our team and board members have decades of experience in health care entrepreneurship, data, technology, services, and policy. With their support, we look forward to building a health plan and clinical services that will give seniors easy access to the high-quality care they deserve.",4.0,"Devoted Health
4.0",Remote,-1,1001 to 5000 Employees,2017,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,1,130,156,143.0,"Devoted Health
", Remote,6,0,0,0,0,0
Data Scientist,Employer Provided Salary:$35.00 Per Hour,"Job Type: Officer of Administration
Bargaining Unit:
Regular/Temporary: Regular
End Date if Temporary:
Hours Per Week: 35
Salary Range:

Position Summary
The Herbert Irving Comprehensive Cancer Center (HICCC) at Columbia University Irving Medical Center has an immediate opening for a data scientist to lead implementation of data-driven cancer clinical trial innovations. The HICCC provides a comprehensive and personalized approach to cancer care to thousands of patients each year and has a mission to couple cutting edge research and discoveries into new therapies and treatments. Advancements in the availability of clinical data and computational power present new opportunities to improve the efficiency and effectiveness of cancer clinical trials. The successful candidate will have a track record of creativity and applying data-driven solutions in biomedical informatics, clinical informatics, genetics, and/or cancer biology.",4.1,"Columbia University
4.1","New York, NY",-1,10000+ Employees,1754,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,1,1,35,35,35.0,"Columbia University
", NY,269,0,0,0,0,0
Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,"Responsibilities:
Noblis is seeking to hire Data Scientists (All Levels) in Reston, VA

As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative proof of concept and prototype solutions for our clients’ immediate mission challenges. In your role, you will work on multiple projects with teams of other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes. As a data scientist you will be working closely with federal clients providing services to develop AI/ML models and weights to selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.

On our team, you will:
Qualifications:

Client Engagement: · Learn about and support Noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · Build a productive relationship with your client and understand their structure and goals. · Participate in the proposal process by providing input to proposal writers. Overview:",4.5,"Noblis
4.5","Reston, VA",-1,1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),-1,0,1,84,147,115.5,"Noblis
", VA,27,0,0,0,0,0
