Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,company_text,job_state,age,python_yn,rstudio_yn,spark_yn,aws_yn,excel_yn,job_simp,seniority,desc_len,avg_salary,company_txt
"Data Scientist, Product",Employer Provided Salary:$160K - $255K,"About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.

Notion is an in person company, and currently requires its employees to come to the office for two Anchor Days (Mondays & Thursdays) and requests that employees spend the majority of their week in the office (including a third day).",4.8,"Notion
4.8","New York, NY",-1,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,160,255,"Notion
", NY,7,0,0,0,0,0,data scientist,na,966,207.5,Notion
Junior Data Scientist,Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",3.9,"Augray
3.9","Brookfield, WI",-1,51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,55,60,"Augray
", WI,9,1,0,0,0,0,data scientist,na,643,57.5,Augray
Data Scientist,Employer Provided Salary:$114K - $164K,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Boeing Global Services (BGS) is seeking an Experienced Data Scientist to support our business in Mesa, AZ or Hazelwood, MO or Tukwila, WA
This organization supports BGS-Government Planning and the data analyst will apply statistical and other analytics techniques to assist with producing within the fast pace environment of aerospace.

U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.

US based job, US Person required",3.9,"BOEING
3.9","Mesa, AZ",-1,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,1,114,164,"BOEING
", AZ,107,0,0,0,0,0,data scientist,na,1064,139.0,BOEING
Sr. Data Scientist,$92K - $137K (Glassdoor est.),"Sr. Data Scientist
Job ID
10050743
Location
Celebration, Florida, United States
Business
Disney Parks, Experiences and Products
Date posted
May 24, 2023
Job Summary:
“We create happiness.” That’s our motto at Walt Disney Parks and Resorts. And it permeates everything we do. At Disney, you’ll help encourage that magic by enabling our teams to push the limits of entertainment and build the never-before-seen! Are you ready to join this team and make your impact?",3.9,"Disney
3.9","Celebration, FL",-1,10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1,0,0,92,137,"Disney
", FL,100,0,0,0,0,0,data scientist,senior,463,114.5,Disney
Research Data Scientist I,$70K - $101K (Glassdoor est.),"Utilizes basic statistical, mathematical, and predictive modeling to build algorithms and perform data analytics. Utilizes programing skills in languages such as SAS, SQL, SPSS, R, Python, MATLAB or similar.
Responsibilities:
Performs basic data analysis to include data validation, investigation, and testing of hypotheses.
Assists Principal Investigator with transforming data to support the investigation of research questions Builds basic predictive models, and other mathematical or statistical models as needed by using modeling tools.
Utilizes process enhancement opportunities to improve the efficiency of data pulling, reporting, programming, operation and etc.
Works to curate and process complex clinical and biological data

Data Science",3.7,"Cleveland Clinic
3.7","Cleveland, OH",-1,10000+ Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1,0,0,70,101,"Cleveland Clinic
", OH,102,1,0,0,0,0,data scientist,na,749,85.5,Cleveland Clinic
Data Scientist,$81K - $119K (Glassdoor est.),"We are currently seeking a skilled Data Scientist to join our Data Analytics team in either our Chicago IL or Overland MO office. As a Data Scientist you will play a critical role in understanding our business operations, identifying challenges and opportunities, and leveraging data to drive informed decision-making. You will collaborate with various stakeholders to analyze data, develop predictive models, and provide actionable insights. Additionally, you will actively contribute to the continuous improvement of our data science function and help track the business value delivered by our team.

Responsibilities:
Leverage an excellent understanding of the business operations to identify challenges and opportunities from business stakeholders and align them with available data.


Clayco is a full-service, turnkey real estate development, master planning, architecture, engineering and construction firm that safely delivers clients across North America the highest quality solutions on time, on budget, and above and beyond expectations. With $5.2 billion in revenue for 2022, Clayco specializes in the ""art and science of building,"" providing fast track, efficient solutions for industrial, commercial, institutional and residential related building projects.

Why Clayco?

Best Places to Work Crains Chicago Business, St. Louis Business Journal

ENR Top Midwest Contractors (#1), Top Design Build Contractors (#4), Top 400 Contractors (#16)",4.0,"Clayco
4.0","Overland, MO",-1,1001 to 5000 Employees,1984,Company - Private,Construction,"Construction, Repair & Maintenance Services",$1 to $5 billion (USD),-1,0,0,81,119,"Clayco
", MO,39,0,0,0,0,1,data scientist,na,1453,100.0,Clayco
Data Scientist,Employer Provided Salary:$91K - $151K,"About
Macy’s, Inc. meets our Customer’s needs across our iconic brands—Macy’s, Bloomingdale’s and Bluemercury, served by nearly 100,000 colleagues. We offer competitive benefits, unlimited career paths and an unmatched culture. We know each person here is unique. We respect and invest in each individual to create growth, pride and satisfaction. When we are able to bring our amazing selves to work, it translates into a more abundant and wider array of ideas and energy for all to benefit from. Our success is built on amazing individuals, working together.
Our culture and limitless career opportunities paired with our social purpose—to create a brighter future with bold representation for all—are imperative to our commitment to use our business and brand to tackle the barriers to representation so, together, we can realize the potential of every one of us.",3.4,"Macy’s
3.4","New York, NY",-1,10000+ Employees,1858,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),-1,0,1,91,151,"Macy’s
", NY,165,0,0,0,0,0,data scientist,na,865,121.0,Macy’s
Data Scientist [ML],Employer Provided Salary:$180K - $250K,"Machinify is a revolutionary healthcare software company with a mission to ensure that patients get the right medical treatment, at the right time, at the right price. Our cloud-based Machinify AI platform leverages the latest advances in machine learning, large language models, data analytics, and cloud processing to solve previously intractable problems, transforming healthcare administration and payment operations.
Our team has deployed models that check for anomalies in medical claims, predict the trajectory of care of a particular patient and the next likely treatment and even “read and understand” medical record documents using state-of-the-art NLP and computer vision techniques to assist clinicians. There are many more such problems to be solved. So if you are looking for a place where you can apply your expertise in AI/ML to solve real problems and make a difference in an industry that impacts millions of lives while accelerating your career, you’ll love Machinify. We are seeking a Sr Machine Learning Scientist to join our team.",3.7,"Machinify
3.7",California,-1,51 to 200 Employees,2016,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1,0,1,180,250,"Machinify
", California,7,0,0,0,0,0,data scientist,na,1052,215.0,Machinify
Data Scientist,$79K - $122K (Glassdoor est.),"Career Area:
Information Analytics
Job Description:
We have an exciting position open within Caterpillar as a Data Scientist for the Earthmoving Division, a multi-billion dollar division. In this role, you will have the opportunity to be part of the team that develops analytical tools to help provide valuable financial insights to Senior Leadership
Areas of responsibility include:
Responsible for large datasets and data modeling.
Relocation is available for this position.",4.0,"Caterpillar
4.0","Peoria, IL",-1,10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,79,122,"Caterpillar
", IL,98,0,0,0,0,0,data scientist,na,476,100.5,Caterpillar
Data Scientist - MPD,Employer Provided Salary:$76K - $104K,"Position Description
As the largest and most vibrant city in the state, Minneapolis depends on purposeful, dedicated and innovative employees. Minneapolis has a large variety of careers for people of all experiences and backgrounds who come together for a singular purpose - serving the residents, businesses and visitors of Minneapolis.

This position is charged with deep and sophisticated analyses of MPD and other data to determine insights, drive optimization, and lead applications of data science techniques. In addition, the Data Scientist - MPD will be expected to lead the presentation and translation of complex analyses to leaders (City Council committees, the Chief’s and Mayor’s offices, etc.), distilling in-depth analytical insights to an understandable and actionable recommendations.

This position regularly works onsite.",3.5,"City of Minneapolis
3.5","Minneapolis, MN",-1,1001 to 5000 Employees,1867,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,0,1,76,104,"City of Minneapolis
", MN,156,0,0,0,0,0,data scientist,na,840,90.0,City of Minneapolis
Data Scientist,Employer Provided Salary:$78K - $184K,"Data science at the National Security Agency (NSA) is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. As a Data Scientist, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations.",3.7,"National Security Agency
3.7","Fort Meade, MD",-1,Unknown,1962,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,0,1,78,184,"National Security Agency
", MD,61,0,0,0,0,0,data scientist,na,1886,131.0,National Security Agency
"Data Scientist, Product Analytics",Employer Provided Salary:$134K - $194K,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",3.9,"Facebook App
3.9",Remote,-1,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1,0,1,134,194,"Facebook App
", Remote,19,0,0,0,0,0,data scientist,na,1858,164.0,Facebook App
Data Scientist I - Hybrid,Employer Provided Salary:$78K - $124K,"See yourself at Radian? We see you here too.
At Radian, we see you. For the person you are and the potential you hold. That’s why we’ve embraced a new way of working that lets our people across the country be themselves, be their best and be their boldest. Because when each of us is truly seen, each of us gives our best – and at Radian, we’ll give you our best right back.
Studies have shown that job seekers may hesitate to apply for jobs unless they meet every single qualification listed. We strive to see the potential in each applicant, so if you’re excited about this role but your experience or education level doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.
See Yourself as a Data Scientist I, MIRS",4.2,"Radian
4.2","New York, NY",-1,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),-1,0,1,78,124,"Radian
", NY,46,0,0,0,0,0,data scientist,na,828,101.0,Radian
Data Scientist I,Employer Provided Salary:$95K,"Overview:
Now is the time to join us!
At Virgin Pulse we value and celebrate diversity and we are committed to creating an inclusive environment for all employees. We believe in creating teams made up of individuals with various backgrounds, experiences, and perspectives. Why? Because diversity inspires innovation, collaboration, and challenges us to produce better solutions. But more than this, diversity is our strength, and a catalyst in our ability to #changelivesforgood.
Responsibilities:
Who are you?
You are a Data Scientist who will hit the ground running to support the organization's efforts to drive personalization and targeted intervention in the health engagement SaaS industry. You have a solid statistical and modeling skill set and the technical tools to complete projects end to end. This role will be responsible for preparing datasets, building predictive machine learning models, and optimizing model performance. We are looking for someone who is self-directed and thrives working in a fast-paced, collaborative environment in which expectations are high both for the quality and speed of work. A successful candidate will have a hunger for continuous learning, a desire to grow and lead, and strong interpersonal relationship skills.




Qualifications:",3.4,"VirginPulse
3.4",Remote,-1,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),-1,0,1,95,95,"VirginPulse
", Remote,19,0,0,0,0,0,data scientist,na,1280,95.0,VirginPulse
Data Scientist,Employer Provided Salary:$55.00 - $65.00 Per Hour,"Job Description-
Design, develop, optimize, and maintain Cloud Data Platform (Azure) pipelines that adhere to ETL principles and business goals
Experience with dimensional modelling, ETL, reporting tools, data governance, data warehousing, structured and unstructured data to solve complex data problems
Experience working on large production SAP/NoSQL clusters on premise or using Cloud services
Technical design and development activities for implementation of large-scale data solutions in Snowflake to support multiple use cases as part of modern and unified data platform.",-1.0,NLB Technology Services,Remote,-1,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,1,1,110,130,NLB Technology Services, Remote,-1,0,0,0,0,0,data scientist,na,577,120.0,NLB Technology Services
Data Scientist - Stores ML,Employer Provided Salary:$56K - $140K,"Are you looking for an opportunity where you can marry hardware and software to digitalize the Lowe’s stores? Are you inspired by a challenge? Is problem solving in your DNA? If your answer to any of these questions is yes, then you will be a great fit for this innovative team! This is a team of result driven individuals that are passionate about inventing new cutting-edge solutions and solving real – world challenges!

Job Summary
We are looking for a Data Scientist to join our Stores Team focused on utilizing statistical and machine learning techniques to create a framework for data-driven design experimentation for store-related products. As expanding the team, we are looking for self-driven and motivated individuals to help Lowe’s in its store transformation journey.

The primary purpose of this role is to provide advanced analytical capabilities to support data science initiatives. Areas of focus are: experimental design; predictive modeling; decision support systems; recall, precision, ranking, and related problems; and optimization;



OR
OR
Also




Lowe's Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 17 million customer transactions a week in the U.S. With total fiscal year 2022 sales of over $97 billion, approximately $92 billion of sales were generated in the U.S., where Lowe's operates over 1,700 home improvement stores and employs approximately 300,000 associates. Based in Mooresville, N.C., Lowe's supports the communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com.
Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.

Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually

Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits. Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits.",3.5,"Lowe's
3.5","Charlotte, NC",-1,1001 to 5000 Employees,1921,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1,0,1,56,140,"Lowe's
", NC,102,0,0,0,0,0,data scientist,na,2760,98.0,Lowe's
Senior Data Scientist,$100K - $148K (Glassdoor est.),"About Blue Cross
Blue Cross and Blue Shield of Minnesota is one of the most recognized and trusted health care brands in the world with 2.5 million members. We’re committed to reinventing health care to improve health for our members and the community. We hope you'll join us.
How is this Role Important to Our Work?
This position works across the Enterprise to identify areas of opportunities to build process efficiencies, innovate and contribute using sophisticated analytics and data science. The position will manage sophisticated data and information to provide meaningful results, which influence strategic decision-making at Blue Cross. Responsibilities include understand sophisticated complex business requirements, data management and stewardship for sophisticated-data sources, data analysis and advanced analytical techniques, and building predictive models to bring value for the organization.
Teleworker",3.9,"Blue Cross and Blue Shield of Minnesota
3.9","Eagan, MN",-1,1001 to 5000 Employees,1933,Nonprofit Organization,Insurance Carriers,Insurance,$25 to $100 million (USD),-1,0,0,100,148,"Blue Cross and Blue Shield of Minnesota
", MN,90,0,0,0,0,0,data scientist,senior,918,124.0,Blue Cross and Blue Shield of Minnesota
"Sr. Data Scientist, Roku Pay",Employer Provided Salary:$93K - $250K,"Teamwork makes the stream work.
Roku is changing how the world watches TV
Roku is the #1 TV streaming platform in the US, and we’ve set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.
From your first day at Roku, you’ll make a valuable — and valued — contribution. We’re a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.",4.3,"Roku
4.3","San Jose, CA",-1,1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,93,250,"Roku
", CA,21,0,0,0,0,0,data scientist,senior,785,171.5,Roku
"Data Scientist, Product Analytics - USDS",Employer Provided Salary:$167K - $240K,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About USDS
At TikTok, we're committed to a process of continuous innovation and improvement in our user experience and safety controls. We're proud to be able to serve a global community of more than a billion people who use TikTok to creatively express themselves and be entertained, and we're dedicated to giving them a platform that builds opportunity and fosters connection. We also take our responsibility to safeguard our community seriously, both in how we address potentially harmful content and how we protect against unauthorized access to user data.

U.S. Data Security (“USDS”) is a standalone department of TikTok in the U.S. This new security-first division was created to bring heightened focus and governance to our data protection policies and content assurance protocols to keep U.S. users safe. Our focus is on providing oversight and protection of the TikTok platform and user data in the U.S., so millions of Americans can continue turning to TikTok to learn something new, earn a living, express themselves creatively, or be entertained. The teams within USDS that deliver on this commitment daily span Trust & Safety, Security & Privacy, Engineering, User & Product Ops, Corporate Functions and more.

About the team
The Data Science team of the US Tech Service department at TikTok is responsible for building high-quality and timely data solutions for the business as the single source of truth and for building easy-to-use and scalable data products to support business growth. You will have the exciting opportunity to:
Qualifications
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations in our recruitment processes for candidates with disabilities, pregnancy, sincerely held religious beliefs or other reasons protected by applicable laws. If you need assistance or a reasonable accommodation, please reach out to us at usrc@tiktok.com
Job Information
The base salary range for this position in the selected city is $167111 - $240000 annually.



Compensation may vary outside of this range depending on a number of factors, including a candidate’s qualifications, skills, competencies and experience, and location. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work, and this role may be eligible for additional discretionary bonuses/incentives, and restricted stock units.



At ByteDance/TikTok our benefits are designed to convey company culture and values, to create an efficient and inspiring work environment, and to support ByteDancers to give their best in both work and life. We offer the following benefits to eligible employees:



We cover 100% premium coverage for employee medical insurance, approximately 75% premium coverage for dependents and offer a Health Savings Account(HSA) with a company match. As well as Dental, Vision, Short/Long term Disability, Basic Life, Voluntary Life and AD&D insurance plans. In addition to Flexible Spending Account(FSA) Options like Health Care, Limited Purpose and Dependent Care.



10 paid holidays per year plus 17 days of Paid Personal Time Off(PPTO) (prorated upon hire and increased by tenure) and 10 paid sick days per year as well as 12 weeks of paid Parental leave and 8 weeks of paid Supplemental Disability.



We also provide generous benefits like mental and emotional health benefits through our EAP and Lyra. A 401K company match, gym and cellphone service reimbursements. The Company reserves the right to modify or change these benefits programs at any time, with or without notice.",3.6,"TikTok
3.6","Mountain View, CA",-1,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,167,240,"TikTok
", CA,7,0,0,0,1,0,data scientist,na,4781,203.5,TikTok
Data Scientist I - MSAT,Employer Provided Salary:$94K - $175K,"The Position
Who you are
As a member of the Sequencing Cartridges MSAT (Manufacturing Sciences and Technology) team at Santa Clara, as Data Scientist yoiu will work cross-functionally to ideate solutions and investigate data to improve and support process development of medical device manufacturing.
Data Scientists within Roche Sequencing Solutions enhance the value that data sets have to a Roche project by providing insight and making actionable recommendations for research and development groups.
Given a good understanding of the analytical needs of an internal customer and accessing data from various sources (Equipment, Materials, Manufacturing and QC), data scientists must then map out a technical solution to the analytical needs drawing on their knowledge base in machine learning, statistics, signal processing, deep learning, software engineering, data engineering, etc.",4.3,"Roche
4.3","Santa Clara, CA",-1,5001 to 10000 Employees,1896,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,1,94,175,"Roche
", CA,127,0,0,0,0,0,data scientist,na,887,134.5,Roche
Data Scientist (L5) - Ads,$102K - $170K (Glassdoor est.),"Los Angeles, California
Data Science and Engineering
At Netflix, we seek to entertain the world. We have more than 200 million members in 190 countries, reflecting that great stories can come from anywhere and be loved everywhere.

In April 2022, we announced that we are creating a new lower-priced, ad-supported tier for our customers. We are now working toward our goal of providing more choice for consumers and a premium, better-than-linear TV brand experience for advertisers. That said, we are looking for the founding members of this new business area for Netflix!

The Ads Data Science and Engineering team at Netflix’s mission is to help build the foundation of the ads business at Netflix. We conduct analyses and develop analytic tools, build predictive models and algorithms using machine learning, all with the goal of creating more choices and joy for our members. You’ll work closely with partner teams to build workflows, provide recommendations and drive success on end-to-end analytics initiatives in this 0 -1 space.",4.3,"Netflix
4.3","Los Angeles, CA",-1,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),-1,0,0,102,170,"Netflix
", CA,26,0,0,0,0,0,data scientist,na,1036,136.0,Netflix
Principal Data Scientist,Employer Provided Salary:$166K - $265K,"About the team
The Strategic Analytics & Operations team is responsible for a metrics driven assessment of whether we are on track for our strategy and data driven insights to evaluate new strategic opportunities. The team covers three key functions: (1) Business Intelligence, (2) Metrics Operations, and (3) Strategic Insights. We collaborate with our most senior leaders to determine what we should be doing as a company, ensure we are successfully accomplishing what we said we would do and executing course corrections.
About the role
As a Principal Data Scientist, you will help to ensure we are measuring and evaluating our strategy and execution. You will also derive data driven insights to support the highest levels of strategy questions at Zillow. You will be partnering with our Strategy & Partnerships, Business Operations, Strategic Finance and M&A, and Investor Relations teams to understand business questions and creatively solve complex business problems with analytic solutions. You will be navigating large and messy datasets, selecting and applying the appropriate methodologies (model building, A/B testing, forecasting, opportunity sizing), designing experimentation frameworks, and collaborating with Data Science, Econ, and Insights teams to complete the analysis. You will proactively and strategically use data to identify “big picture” opportunities for the company, and share your insights to influence product and business leaders across the company.
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In California, Colorado, Connecticut, Nevada, New York City and Washington the standard base pay range for this role is $165,600.00 - $264,500.00 Annually. This base pay range is specific to California, Colorado, Connecticut, Nevada, New York City and Washington and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location. Actual amounts will vary depending on experience, performance and location.",3.9,"Zillow
3.9",Remote,-1,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),-1,0,1,166,265,"Zillow
", Remote,18,0,0,0,0,0,data scientist,senior,2478,215.5,Zillow
"Data Scientist, USCAN MR",Employer Provided Salary:$108K - $135K,"Job Description Summary
As the Data Scientist for USCAN MRI, you will develop and deploy modern machine learning techniques, operational research, and statistical methods for finding structure in large MRI data sets to create customer facing analyses of procedure data, market share, and opportunity growth.

At GE Healthcare, our passionate people are creating the products, solutions and services our customers need to deliver the best patient care possible.
Job Description
Roles and Responsibilities",4.2,"GE Healthcare
4.2",Remote,-1,10000+ Employees,1892,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,108,135,"GE Healthcare
", Remote,131,0,0,0,0,0,data scientist,na,503,121.5,GE Healthcare
Junior Data Scientist (remote),Employer Provided Salary:$90K - $110K,"Junior Data Scientist (remote)

Imagine a workplace that encourages you to interpret, innovate and inspire. Our employees do just that by helping healthcare payers manage the cost of care, improve competitiveness and inspire positive change. You can be part of an established company with a 40-year legacy that helps our customers thrive by interpreting our client's needs and tailoring innovative healthcare cost management solutions.

Our commitment to diversity, inclusion and belonging are part of the fabric of our company. We strive to create a workplace that fosters mutual respect and collaboration, where every talent individual can participate and perform their best work. We are MultiPlan and we are where bright people come to shine!",3.8,"MultiPlan Inc.
3.8",Remote,-1,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,1,90,110,"MultiPlan Inc.
", Remote,43,0,0,0,0,0,data scientist,na,745,100.0,MultiPlan Inc.
Data Scientist I,Employer Provided Salary:$83K - $113K,"Horizon BCBSNJ employees must live in New Jersey, New York, Pennsylvania, Connecticut or Delaware
Job Summary:
Data Scientists are responsible for modeling complex business problems, discovering new business insights and finding opportunities through the use of algorithmic, statistical, data-mining and visualization techniques. In addition, this role also integrates and prepares large, varied datasets and designs and builds specialized databases and computing environments (data modelling development and architecture). The incumbents communicate and present results of their research in a structured and clear way that can be easily understood by various business stakeholders and clients. Ultimately, the Data Scientists work closely with various stakeholders across the Corporation to turn data into meaningful insights that is then used to make sound business decisions.
Major Responsibilities (8 to 10 in total)
$83,000 - $113,295",3.3,"Horizon Blue Cross Blue Shield of New Jersey
3.3","Newark, NJ",-1,5001 to 10000 Employees,1932,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,1,83,113,"Horizon Blue Cross Blue Shield of New Jersey
", NJ,91,0,0,0,0,0,data scientist,na,939,98.0,Horizon Blue Cross Blue Shield of New Jersey
Sr. Data Scientist,$92K - $137K (Glassdoor est.),"Sr. Data Scientist
Job ID
10050743
Location
Celebration, Florida, United States
Business
Disney Parks, Experiences and Products
Date posted
May 24, 2023
Job Summary:
“We create happiness.” That’s our motto at Walt Disney Parks and Resorts. And it permeates everything we do. At Disney, you’ll help encourage that magic by enabling our teams to push the limits of entertainment and build the never-before-seen! Are you ready to join this team and make your impact?",3.9,"Disney
3.9","Celebration, FL",-1,10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1,0,0,92,137,"Disney
", FL,100,0,0,0,0,0,data scientist,senior,463,114.5,Disney
